probe_id	gene_id	symbol
39733_at	9709	HERPUD1
39734_at	9255	AIMP1
39735_at	4817	NIT1
39736_at	998	CDC42
39738_at	4627	MYH9
39739_at	4666	NACA
39740_g_at	4666	NACA
39741_at	3032	HADHB
39742_at	10010	TANK
39743_at	54987	C1orf123
39744_at	1654	DDX3X
39745_at	4976	OPA1
39746_at	5431	POLR2B
39747_at	5436	POLR2G
39748_at	6541	SLC7A1
39749_at	5710	PSMD4
39750_at	55742	PARVA
39751_at	51304	ZDHHC3
39752_at	11068	CYB561D2
39753_at	3678	ITGA5
39754_at	3693	ITGB5
39755_at	7494	XBP1
39756_g_at	7494	XBP1
39757_at	6383	SDC2
39758_f_at	3916	LAMP1
39759_at	9444	QKI
39760_at	9444	QKI
39761_at	23080	AVL9
39762_at	9202	ZMYM4
39763_at	3263	HPX
39764_at	90	ACVR1
39765_at	83660	TLN2
39766_r_at	5440	POLR2K
39767_at	10694	CCT8
39768_at	1267	CNP
39769_at	1267	CNP
39770_at	9887	SMG7
39771_at	9886	RHOBTB1
39772_at	79033	ERI3
39773_at	11161	C14orf1
39774_at	5018	OXA1L
39775_at	710	SERPING1
39776_at	9706	ULK2
39777_at	23077	MYCBP2
39778_at	4245	MGAT1
39779_at	6894	TARBP1
39780_at	5532	PPP3CB
39781_at	3487	IGFBP4
39782_at	10438	C1D
39783_at	9703	KIAA0100
39784_at	1965	EIF2S1
39785_at	9702	CEP57
39786_at	80273	GRPEL1
39787_at	10400	PEMT
39788_at	8502	PKP4
39789_at	6588	SLN
39790_at	488	ATP2A2
39791_at	488	ATP2A2
39792_at	10236	HNRNPR
39793_at	2631	NIPSNAP2
39794_at	9101	USP8
39795_at	1173	AP2M1
39796_at	10197	PSME3
39797_at	23304	UBR2
39798_at	6234	RPS28
39799_at	2171	FABP5
39800_s_at	10456	HAX1
39801_at	8985	PLOD3
39802_at	6354	CCL7
39803_s_at	755	C21orf2
39804_at	753	LDLRAD4
39805_at	10058	ABCB6
39806_at	25842	ASF1A
39808_at	7481	WNT11
39809_at	26959	HBP1
39810_at	79036	KXD1
39811_at	79036	KXD1
39814_s_at	51635	DHRS7
39815_at	29937	NENF
39816_g_at	29937	NENF
39817_s_at	10591	DNPH1
39818_at	10591	DNPH1
39819_at	653390	RRN3P2
39821_s_at	4616	GADD45B
39822_s_at	4616	GADD45B
39823_at	50717	DCAF8
39824_at	11156	PTP4A3
39825_at	6576	SLC25A1
39826_f_at	54541	DDIT4
39827_at	54541	DDIT4
39828_at	10123	ARL4C
39829_at	10123	ARL4C
39830_at	6155	RPL27
39831_at	51593	SRRT
39832_at	51593	SRRT
39833_at	50488	MINK1
39834_at	1145	CHRNE
39835_at	6305	SBF1
39836_at	168544	ZNF467
39837_s_at	168544	ZNF467
39838_at	23332	CLASP1
39839_at	8531	YBX3
39840_at	26585	GREM1
39841_at	9120	SLC16A6
39842_at	9244	CRLF1
39843_at	9244	CRLF1
39844_at	124801	LSM12
39845_at	27429	HTRA2
39846_at	8722	CTSF
39847_at	8602	NOP14
39848_at	3787	KCNS1
39849_at	3787	KCNS1
39850_at	287	ANK2
39851_at	287	ANK2
39852_at	23111	SPG20
39854_r_at	57104	PNPLA2
39855_at	51343	FZR1
39856_at	6166	RPL36AL
39857_at	8676	STX11
39858_s_at	8676	STX11
39859_r_at	8676	STX11
39860_at	8880	FUBP1
39861_at	2017	CTTN
39862_at	339105	PRSS53
39863_at	9726	ZNF646
39864_at	1153	CIRBP
39866_at	23326	USP22
39867_at	7284	TUFM
39868_at	54039	PCBP3
39869_at	60528	ELAC2
39870_at	27288	RBMXL2
39871_at	27288	RBMXL2
39872_at	51512	GTSE1
39873_at	5128	CDK17
39874_at	2986	GUCY2F
39875_at	8976	WASL
39876_at	955	ENTPD6
39877_at	3749	KCNC4
39878_at	5101	PCDH9
39881_at	284439	SLC25A42
39882_at	1678	TIMM8A
39883_at	27292	DIMT1
39884_g_at	27292	DIMT1
39886_at	23426	GRIP1
39887_at	23426	GRIP1
39888_at	9334	B4GALT5
39889_at	9334	B4GALT5
39891_at	374655	ZNF710
39892_at	2788	GNG7
39893_at	2788	GNG7
39894_f_at	23774	BRD1
39895_r_at	23774	BRD1
39896_at	8449	DHX16
39897_at	91746	YTHDC1
39898_at	220965	FAM13C
39899_at	199731	CADM4
398_at	8886	DDX18
39900_at	199731	CADM4
39901_at	10085	EDIL3
39902_at	10085	EDIL3
39903_at	10518	CIB2
39904_at	10518	CIB2
39905_i_at	26286	ARFGAP3
39906_r_at	26286	ARFGAP3
39907_at	10629	TAF6L
39908_at	10629	TAF6L
39910_at	51257	MARCH2
39912_at	9394	HS6ST1
39913_at	9394	HS6ST1
39914_r_at	7226	TRPM2
39915_at	7226	TRPM2
39916_r_at	6209	RPS15
39917_at	10844	TUBGCP2
39918_at	10844	TUBGCP2
39919_at	10882	C1QL1
39920_r_at	10882	C1QL1
39921_at	1329	COX5B
39922_at	11238	CA5B
39923_at	94134	ARHGAP12
39924_at	23091	ZC3H13
39925_at	1298	COL9A2
39926_at	4090	SMAD5
39927_at	394	ARHGAP5
39928_at	2913	GRM3
39929_at	23240	KIAA0922
39930_at	2051	EPHB6
39931_at	8444	DYRK3
39932_at	1849	DUSP7
39933_at	1849	DUSP7
39934_at	9609	RAB36
39935_at	6498	SKIL
39936_at	729230	CCR2
39937_at	729230	CCR2
39938_g_at	729230	CCR2
39939_at	1288	COL4A6
39940_at	157869	SBSPON
39941_at	10111	RAD50
39942_at	10538	BATF
39943_at	4999	ORC2
39944_at	7584	ZNF35
39945_at	2191	FAP
39946_at	5068	REG3A
39947_at	1945	EFNA4
39948_at	4149	MAX
39949_at	4337	MOCS1
39950_at	10924	SMPDL3A
39951_at	5357	PLS1
39952_at	9832	JAKMIP2
39953_i_at	9831	ZNF623
39954_r_at	9831	ZNF623
39956_at	11127	KIF3A
39957_at	9306	SOCS6
39958_at	9306	SOCS6
39960_at	27235	COQ2
39961_at	57194	ATP10A
39962_at	8476	CDC42BPA
39963_at	387032	ZKSCAN4
39964_at	6102	RP2
39965_at	5881	RAC3
39966_at	10675	CSPG5
39967_at	23641	LDOC1
39968_at	4056	LTC4S
39970_at	190	NR0B1
39971_at	4066	LYL1
39972_at	2840	GPR17
39973_at	10536	P3H3
39974_at	956	ENTPD3
39975_at	56061	UBFD1
39976_at	56929	FEM1C
39977_at	27107	ZBTB11
39978_at	3293	HSD17B3
39979_at	2159	F10
39980_at	7443	VRK1
39981_at	4481	MSR1
39982_r_at	4481	MSR1
39983_at	11146	GLMN
39984_g_at	11146	GLMN
39985_r_at	11146	GLMN
39986_at	25895	EEF1AKMT3
39987_at	26235	FBXL4
39988_at	6891	TAP2
39989_at	10325	RRAGB
39990_at	3670	ISL1
39991_at	1041	CDSN
39992_at	5002	SLC22A18
39993_at	5277	PIGA
39994_at	1230	CCR1
39995_s_at	51741	WWOX
39996_at	922	CD5L
39997_at	5199	CFP
39998_at	659	BMPR2
39999_at	843	CASP10
399_at	10494	STK25
40000_f_at	23230	VPS13A
40001_r_at	23230	VPS13A
40002_r_at	23230	VPS13A
40003_at	2813	GP2
40004_at	6495	SIX1
40005_at	8846	ALKBH1
40006_at	6483	ST3GAL2
40007_at	10320	IKZF1
40008_at	6356	CCL11
40009_at	2334	AFF2
40010_s_at	2334	AFF2
40011_s_at	2334	AFF2
40012_at	7804	LRP8
40013_at	1193	CLIC2
40014_at	10500	SEMA6C
40015_at	375449	MAST4
40016_g_at	375449	MAST4
40017_at	25891	PAMR1
40018_at	9818	NUP58
40019_at	2124	EVI2B
40020_at	1951	CELSR3
40021_at	3750	KCND1
40022_at	2218	FKTN
40023_at	627	BDNF
40024_at	6769	STAC
40025_at	27109	ATP5S
40026_g_at	27109	ATP5S
40027_at	27109	ATP5S
40028_at	92346	C1orf105
40029_at	1953	MEGF6
40030_at	5616	PRKY
40031_at	218	ALDH3A1
40032_at	9816	URB2
40033_at	5600	MAPK11
40034_r_at	8578	SCARF1
40035_at	11012	KLK11
40037_at	7512	XPNPEP2
40041_at	10403	NDC80
40042_r_at	102724788	LOC102724788
40043_at	5646	PRSS3
40044_at	8178	ELL
40045_g_at	753	LDLRAD4
40046_r_at	753	LDLRAD4
40047_at	10193	RNF41
40048_at	9698	PUM1
40049_at	1612	DAPK1
40050_at	9139	CBFA2T2
40051_at	9697	TRAM2
40052_at	10121	ACTR1A
40053_at	23071	ERP44
40054_at	23070	CMTR1
40055_s_at	4327	MMP19
40056_at	10237	SLC35B1
40057_at	5837	PYGM
40058_s_at	10611	PDLIM5
40059_r_at	10611	PDLIM5
40060_r_at	10611	PDLIM5
40061_at	5326	PLAGL2
40062_s_at	4635	MYL4
40063_at	10241	CALCOCO2
40064_at	66008	TRAK2
40065_s_at	1739	DLG1
40066_at	9039	UBA3
40067_at	1997	ELF1
40068_at	6811	STX5
40069_at	6840	SVIL
40070_at	8241	RBM10
40071_at	1545	CYP1B1
40072_at	10240	MRPS31
40073_at	9692	KIAA0391
40074_at	10797	MTHFD2
40075_at	6857	SYT1
40076_at	7165	TPD52L2
40077_at	48	ACO1
40078_at	11098	PRSS23
40079_at	9052	GPRC5A
40080_at	23065	EMC1
40081_at	5360	PLTP
40082_at	2180	ACSL1
40083_at	23064	SETX
40084_at	7024	TFCP2
40085_s_at	7024	TFCP2
40086_at	23063	WAPL
40087_at	10497	UNC13B
40088_at	8204	NRIP1
40089_at	114049	BUD23
40090_at	114049	BUD23
40091_at	604	BCL6
40092_at	11176	BAZ2A
40093_at	4059	BCAM
40094_r_at	4059	BCAM
40095_at	760	CA2
40096_at	498	ATP5A1
40097_at	9086	EIF1AY
40098_at	10938	EHD1
40099_at	9181	ARHGEF2
400_at	3651	PDX1
40100_at	9181	ARHGEF2
40101_g_at	9181	ARHGEF2
40102_at	9885	OSBPL2
40103_at	7430	EZR
40104_at	10494	STK25
40105_at	4594	MUT
40106_at	11100	HNRNPUL1
40107_at	230	ALDOC
40108_at	9689	BZW1
40109_at	6722	SRF
40110_at	3420	IDH3B
40111_g_at	3420	IDH3B
40112_at	3420	IDH3B
40113_at	28951	TRIB2
40114_at	174	AFP
40115_at	509	ATP5C1
40116_at	5211	PFKL
40117_at	4175	MCM6
40118_at	7551	ZNF3
40119_at	10491	CRTAP
40120_at	3029	HAGH
40121_at	3093	UBE2K
40122_at	10492	SYNCRIP
40123_at	8729	GBF1
40124_at	8607	RUVBL1
40125_at	821	CANX
40126_at	5396	PRRX1
40127_at	81855	SFXN3
40128_at	9685	CLINT1
40129_at	5591	PRKDC
40131_at	11167	FSTL1
40133_s_at	9380	GRHPR
40135_at	9551	ATP5J2
40136_at	23061	TBC1D9B
40137_at	5770	PTPN1
40138_at	10980	COPS6
40139_at	2475	MTOR
40140_at	7844	RNF103
40141_at	8450	CUL4B
40142_at	53340	SPA17
40143_at	9679	FAM53B
40144_at	140885	SIRPA
40145_at	7153	TOP2A
40146_at	5908	RAP1B
40147_at	10493	VAT1
40148_at	323	APBB2
40149_at	25970	SH2B1
40150_at	6634	SNRPD3
40151_s_at	5830	PEX5
40152_r_at	5830	PEX5
40153_at	6890	TAP1
40155_at	3983	ABLIM1
40156_at	9674	KIAA0040
40157_s_at	4632	MYL1
40158_r_at	4632	MYL1
40160_at	9883	POM121
40161_at	1311	COMP
40162_s_at	1311	COMP
40163_r_at	1311	COMP
40164_at	396	ARHGDIA
40165_at	64061	TSPYL2
40167_s_at	55884	WSB2
40168_at	858	CAV2
40169_at	10226	PLIN3
40170_at	10226	PLIN3
40171_at	23401	FRAT2
40172_g_at	23401	FRAT2
40173_at	23401	FRAT2
40174_at	1181	CLCN2
40175_at	131408	FAM131A
40176_at	5987	TRIM27
40178_at	10009	ZBTB33
40179_at	10009	ZBTB33
40180_at	8660	IRS2
40181_f_at	8660	IRS2
40182_s_at	10498	CARM1
40183_at	78992	YIPF2
40184_at	1452	CSNK1A1
40185_at	2670	GFAP
40186_at	1852	DUSP9
40187_at	11056	DDX52
40190_at	23177	CEP68
40191_s_at	23177	CEP68
40193_at	2026	ENO2
40194_at	653238	GTF2H2B
40195_at	3014	H2AFX
40196_at	10217	CTDSPL
40197_at	10217	CTDSPL
40198_at	7416	VDAC1
40199_at	4487	MSX1
401_s_at	3131	HLF
40200_at	3297	HSF1
40201_at	1644	DDC
40202_at	687	KLF9
40203_at	10209	EIF1
40204_at	1506	CTRL
40205_g_at	1506	CTRL
40206_at	5681	PSKH1
40207_g_at	5681	PSKH1
40208_at	10220	GDF11
40209_at	7087	ICAM5
40210_at	5872	RAB13
40212_at	8844	KSR1
40213_at	6594	SMARCA1
40214_at	7357	UGCG
40215_at	7357	UGCG
40216_at	26146	TRAF3IP1
40217_s_at	1040	CDS1
40218_at	1040	CDS1
40220_at	10614	HEXIM1
40221_at	9013	TAF1C
40222_s_at	6305	SBF1
40223_r_at	6305	SBF1
40224_s_at	9701	PPP6R2
40225_at	2580	GAK
40226_at	2580	GAK
40227_at	131566	DCBLD2
40228_at	755	C21orf2
40229_at	10040	TOM1L1
40230_at	2487	FRZB
40231_at	4091	SMAD6
40232_at	5442	POLRMT
40233_at	85359	DGCR6L
40235_at	10188	TNK2
40236_at	6542	SLC7A2
40237_at	7262	PHLDA2
40238_at	124152	IQCK
40239_g_at	124152	IQCK
40240_at	51704	GPRC5B
40242_at	9984	THOC1
40243_at	2774	GNAL
40244_s_at	65258	MPPE1
40245_at	7699	ZNF140
40246_at	1739	DLG1
40247_at	6548	SLC9A1
40248_at	84679	SLC9A7
40249_at	43	ACHE
40250_at	11103	KRR1
40253_at	5298	PI4KB
40254_s_at	55794	DDX28
40255_at	55794	DDX28
40257_at	256949	KANK3
40258_at	1457	CSNK2A1
40259_at	23543	RBFOX2
40260_g_at	23543	RBFOX2
40261_at	23543	RBFOX2
40262_at	10929	SRSF8
40263_at	7542	ZFPL1
40264_g_at	7542	ZFPL1
40266_at	22846	VASH1
40267_s_at	100506603	VASH1-AS1
40268_at	2355	FOSL2
40269_at	8559	PRPF18
40270_at	8621	CDK13
40271_at	9688	NUP93
40272_at	1400	CRMP1
40273_at	56848	SPHK2
40274_at	1628	DBP
40275_at	23633	KPNA6
40276_at	5713	PSMD7
40277_at	23062	GGA2
40278_at	23062	GGA2
40279_at	9686	VGLL4
40280_at	10233	LRRC23
40281_at	4735	SEPT2
40282_s_at	1675	CFD
40283_at	1675	CFD
40284_at	3170	FOXA2
40285_at	4931	NVL
40286_r_at	283212	KLHL35
40287_s_at	283212	KLHL35
40288_r_at	283212	KLHL35
40289_at	8774	NAPG
40290_f_at	6482	ST3GAL1
40291_r_at	6482	ST3GAL1
40292_at	1620	BRINP1
40293_at	8789	FBP2
40294_at	23457	ABCB9
40295_at	9362	CPNE6
40296_at	54440	SASH3
40297_at	26872	STEAP1
40298_at	9914	ATP2C2
40299_at	23432	GPR161
402_s_at	3385	ICAM3
40300_g_at	23432	GPR161
40301_at	23432	GPR161
40302_at	129080	EMID1
40303_at	7022	TFAP2C
40304_at	667	DST
40305_r_at	10026	PIGK
40307_at	54454	ATAD2B
40308_at	54454	ATAD2B
40309_at	768	CA9
40310_at	7097	TLR2
40311_at	7036	TFR2
40312_at	1602	DACH1
40313_at	646	BNC1
40314_at	9143	SYNGR3
40315_at	11005	SPINK5
40316_at	2689	GH2
40317_at	40	ASIC2
40318_at	1780	DYNC1I1
40319_at	1780	DYNC1I1
40320_at	8556	CDC14A
40321_at	9173	IL1RL1
40322_at	9173	IL1RL1
40323_at	952	CD38
40324_r_at	8940	TOP3B
40325_at	4913	NTHL1
40326_at	869	CBLN1
40327_at	10481	HOXB13
40328_at	7291	TWIST1
40329_at	7922	SLC39A7
40330_at	51196	PLCE1
40331_at	8685	MARCO
40332_at	11054	OGFR
40333_at	652	BMP4
40334_at	1478	CSTF2
40335_at	1183	CLCN4
40336_at	2232	FDXR
40337_at	2523	FUT1
40338_at	10299	MARCH6
40339_at	2568	GABRP
40340_at	57150	SMIM8
40341_at	25880	TMEM186
40343_at	116228	COX20
40344_at	22871	NLGN1
40345_at	3658	IREB2
40346_at	23359	FAM189A1
40347_at	81611	ANP32E
40348_s_at	81611	ANP32E
40349_at	84869	CBR4
40350_at	8745	ADAM23
40351_at	2784	GNB3
40352_at	29799	YPEL1
40353_at	286148	DPY19L4
40354_at	22824	HSPA4L
40355_at	11169	WDHD1
40356_at	9635	CLCA2
40357_at	3624	INHBA
40358_at	2737	GLI3
40359_at	8045	RASSF7
40360_at	8273	SLC10A3
40361_at	10693	CCT6B
40362_at	4791	NFKB2
40363_r_at	4791	NFKB2
40364_at	1317	SLC31A1
40365_at	2769	GNA15
40366_at	6403	SELP
40367_at	650	BMP2
40368_r_at	1370	CPN2
40369_f_at	3135	HLA-G
40370_f_at	3135	HLA-G
40371_at	1813	DRD2
40372_at	5407	PNLIPRP1
40374_at	27063	ANKRD1
40375_at	1960	EGR3
40376_at	415	ARSE
40377_at	9904	RBM19
40378_at	6456	SH3GL2
40379_at	1571	CYP2E1
40380_at	1996	ELAVL4
40381_at	22869	ZNF510
40382_at	1392	CRH
40383_at	8563	THOC5
40384_at	4867	NPHP1
40385_at	6364	CCL20
40387_at	1902	LPAR1
40388_at	9229	DLGAP1
40389_at	10991	SLC38A3
40390_at	10993	SDS
40391_at	6583	SLC22A4
40392_at	1045	CDX2
40393_at	3201	HOXA4
40394_at	2677	GGCX
40395_at	5362	PLXNA2
40396_at	5026	P2RX5
40397_at	4223	MEOX2
40398_s_at	4223	MEOX2
40399_r_at	4223	MEOX2
403_s_at	2324	FLT4
40400_at	134	ADORA1
40401_at	55816	DOK5
40402_at	6530	SLC6A2
40403_at	4653	MYOC
40404_s_at	8881	CDC16
40405_at	4665	NAB2
40406_at	11223	MST1L
40407_at	3838	KPNA2
40408_at	833	CARS
40409_at	224	ALDH3A2
40410_at	11258	DCTN3
40411_at	23054	NCOA6
40412_at	9232	PTTG1
40413_at	7818	DAP3
40414_at	7407	VARS
40415_at	30	ACAA1
40416_at	6598	SMARCB1
40417_at	22948	CCT5
40418_at	5928	RBBP4
40419_at	2040	STOM
40420_at	6793	STK10
40421_at	5300	PIN1
40422_at	3485	IGFBP2
40423_at	23301	EHBP1
40424_at	11212	PLPBP
40425_at	1942	EFNA1
40426_at	9275	BCL7B
40431_at	23300	ATMIN
40432_at	2799	GNS
40433_at	2799	GNS
40434_at	5420	PODXL
40435_at	293	SLC25A6
40436_g_at	293	SLC25A6
40437_at	25963	TMEM87A
40438_at	4659	PPP1R12A
40439_at	439	ASNA1
40440_at	26135	SERBP1
40441_g_at	26135	SERBP1
40442_f_at	26135	SERBP1
40443_at	1500	CTNND1
40445_at	1999	ELF3
40446_at	5252	PHF1
40447_at	9663	LPIN2
40448_at	7538	ZFP36
40449_at	5981	RFC1
40450_at	5426	POLE
40451_at	5426	POLE
40452_at	8904	CPNE1
40453_s_at	6430	SRSF5
40454_at	2195	FAT1
40455_at	23052	ENDOD1
40456_at	64116	SLC39A8
40457_at	6428	SRSF3
40458_at	6776	STAT5A
40459_at	51	ACOX1
40460_s_at	51	ACOX1
40461_at	23051	ZHX3
40462_at	26133	TRPC4AP
40463_at	3842	TNPO1
40464_g_at	3842	TNPO1
40465_at	9416	DDX23
40466_at	4802	NFYC
40467_at	6392	SDHD
40468_at	23048	FNBP1
40469_at	8888	MCM3AP
40470_at	4967	OGDH
40471_at	5824	PEX19
40472_at	254531	LPCAT4
40473_at	8428	STK24
40474_r_at	3836	KPNA1
40475_at	827	CAPN6
40476_s_at	3607	FOXK2
40477_r_at	3607	FOXK2
40478_at	56255	TMX4
40479_at	2534	FYN
40480_s_at	2534	FYN
40481_r_at	2534	FYN
40482_s_at	10485	C1orf61
40483_at	10485	C1orf61
40484_g_at	10485	C1orf61
40485_at	54765	TRIM44
40486_g_at	54765	TRIM44
40487_at	54765	TRIM44
40488_at	1756	DMD
40489_at	1822	ATN1
40490_at	9188	DDX21
40491_at	51742	ARID4B
40492_at	285527	FRYL
40493_at	960	CD44
40494_at	9191	DEDD
40495_at	80228	ORAI2
40496_at	716	C1S
40497_at	10641	NPRL2
40498_g_at	10641	NPRL2
40499_r_at	10641	NPRL2
404_at	3566	IL4R
40500_at	65009	NDRG4
40501_s_at	4604	MYBPC1
40502_r_at	4604	MYBPC1
40503_at	4604	MYBPC1
40504_at	5445	PON2
40505_at	9246	UBE2L6
40506_s_at	8761	PABPC4
40507_at	6513	SLC2A1
40508_at	2941	GSTA4
40509_at	2108	ETFA
40510_at	9653	HS2ST1
40511_at	2625	GATA3
40512_at	1123	CHN1
40513_at	5534	PPP3R1
40514_at	51614	ERGIC3
40515_at	8892	EIF2B2
40516_at	196	AHR
40517_at	9652	TTC37
40518_at	5788	PTPRC
40519_at	5788	PTPRC
40520_g_at	5788	PTPRC
40521_at	5863	RGL2
40522_at	2752	GLUL
40523_at	3170	FOXA2
40524_at	11099	PTPN21
40525_at	84444	DOT1L
40526_at	84444	DOT1L
40527_at	3784	KCNQ1
40528_at	9355	LHX2
40529_at	9355	LHX2
40530_at	323	APBB2
40531_at	6658	SOX3
40532_at	332	BIRC5
40533_at	332	BIRC5
40534_at	5789	PTPRD
40535_i_at	9669	EIF5B
40536_f_at	9669	EIF5B
40537_at	9669	EIF5B
40538_at	65012	SLC26A10
40539_at	4650	MYO9B
40540_at	343990	KIAA1211L
40541_at	445	ASS1
40542_at	429	ASCL1
40543_at	429	ASCL1
40544_g_at	429	ASCL1
40545_at	11212	PLPBP
40546_s_at	4695	NDUFA2
40548_at	636	BICD1
40549_at	1020	CDK5
40550_at	3423	IDS
40551_at	6711	SPTBN1
40554_at	27333	GOLIM4
40555_at	23433	RHOQ
40557_at	2979	GUCA1B
40558_at	2979	GUCA1B
40560_at	6909	TBX2
40561_at	3196	TLX2
40562_at	2767	GNA11
40564_at	10762	NUP50
40565_at	348	APOE
40566_at	5578	PRKCA
40568_at	526	ATP6V1B2
40569_at	7593	MZF1
40570_at	2308	FOXO1
40571_at	4644	MYO5A
40572_at	22848	AAK1
40573_s_at	4293	MAP3K9
40574_at	4293	MAP3K9
40575_at	9231	DLG5
40576_f_at	9987	HNRNPDL
40578_s_at	7111	TMOD1
40579_at	3267	AGFG1
40580_r_at	5763	PTMS
40581_at	7204	TRIO
40582_at	5795	PTPRJ
40583_at	5795	PTPRJ
40584_at	4927	NUP88
40585_at	113	ADCY7
40586_at	9521	EEF1E1
40587_s_at	9521	EEF1E1
40588_r_at	9521	EEF1E1
40589_at	6645	SNTB2
40591_at	996	CDC27
40592_at	3423	IDS
40594_r_at	94	ACVRL1
40595_at	6949	TCOF1
40596_at	6949	TCOF1
40597_g_at	6949	TCOF1
40598_at	80765	STARD5
40599_at	3603	IL16
405_at	6256	RXRA
40600_at	3338	DNAJC4
40601_at	83941	TM2D1
40602_at	200734	SPRED2
40603_at	200734	SPRED2
40604_at	8445	DYRK2
40605_at	8723	SNX4
40606_at	22936	ELL2
40607_at	1808	DPYSL2
40608_at	552889	ATXN7L3B
40609_at	57680	CHD8
40610_at	51663	ZFR
40611_s_at	51663	ZFR
40612_at	23033	DOPEY1
40613_at	81688	C6orf62
40614_at	6461	SHB
40615_at	80208	SPG11
40616_at	8669	EIF3J
40617_at	55623	THUMPD1
40618_at	55573	CDV3
40619_at	27338	UBE2S
40620_at	5074	PAWR
40621_at	5074	PAWR
40622_r_at	89910	UBE3B
40623_at	89910	UBE3B
40624_at	10215	OLIG2
40625_f_at	4580	MTX1
40627_at	6009	RHEB
40628_at	22848	AAK1
40629_at	5283	PIGH
40631_at	10140	TOB1
40632_at	100526833	SEPT5-GP1BB
40633_at	22894	DIS3
40634_at	4673	NAP1L1
40635_at	10211	FLOT1
40636_at	10211	FLOT1
40638_at	6421	SFPQ
40639_at	9997	SCO2
40640_at	29781	NCAPH2
40641_at	9044	BTAF1
40642_at	4781	NFIB
40643_at	3674	ITGA2B
40644_g_at	3674	ITGA2B
40645_at	2932	GSK3B
40646_at	1524	CX3CR1
40647_at	7504	XK
40648_at	10461	MERTK
40649_at	5122	PCSK1
40650_r_at	1394	CRHR1
40651_s_at	1394	CRHR1
40652_at	23178	PASK
40653_at	6000	RGS7
40654_at	5191	PEX7
40655_at	8997	KALRN
40656_at	3305	HSPA1L
40657_r_at	9370	ADIPOQ
40658_r_at	9370	ADIPOQ
40659_at	8013	NR4A3
40660_at	8013	NR4A3
40661_at	8013	NR4A3
40662_g_at	8013	NR4A3
40663_at	9185	REPS2
40664_at	577	ADGRB3
40665_at	2328	FMO3
40666_at	957	ENTPD5
40667_at	923	CD6
40668_s_at	923	CD6
40669_at	5873	RAB27A
40670_at	8942	KYNU
40671_g_at	8942	KYNU
40672_at	8942	KYNU
40673_at	36	ACADSB
40674_s_at	3223	HOXC6
40675_r_at	3223	HOXC6
40676_at	23421	ITGB3BP
40677_at	29903	CCDC106
40678_at	6489	ST8SIA1
40679_at	6539	SLC6A12
40680_at	54466	SPIN2A
40681_at	9358	ITGBL1
40682_at	2998	GYS2
40683_at	2888	GRB14
40684_at	2644	GCHFR
40685_at	221	ALDH3B1
40686_at	4828	NMB
40687_at	2701	GJA4
40688_at	27040	LAT
40689_at	6400	SEL1L
40690_at	1164	CKS2
40691_at	10782	ZNF274
40692_at	7091	TLE4
40693_at	3745	KCNB1
40694_at	54474	KRT20
40695_at	3614	IMPDH1
40696_at	8737	RIPK1
40697_at	890	CCNA2
40698_at	9976	CLEC2B
40699_at	925	CD8A
406_at	3691	ITGB4
40700_at	11262	SP140
40701_at	8975	USP13
40702_at	3458	IFNG
40703_at	5949	RBP3
40704_at	5290	PIK3CA
40705_at	10411	RAPGEF3
40707_at	10198	MPHOSPH9
40708_at	10198	MPHOSPH9
40709_at	10778	ZNF271P
40710_at	1047	CLGN
40711_at	91746	YTHDC1
40712_at	101	ADAM8
40713_at	10725	NFAT5
40714_at	11330	CTRC
40715_at	4064	CD180
40716_at	57134	MAN1C1
40717_at	1515	CTSV
40718_at	1521	CTSW
40719_at	80342	TRAF3IP3
40720_at	80342	TRAF3IP3
40721_g_at	80342	TRAF3IP3
40722_at	90141	EFCAB11
40723_at	27240	SIT1
40724_at	7752	ZNF200
40725_at	9527	GOSR1
40726_at	3832	KIF11
40727_at	10393	ANAPC10
40728_at	245	ALOX12P2
40729_s_at	4050	LTB
40730_at	5368	PNOC
40731_at	23468	CBX5
40732_at	4863	NPAT
40733_f_at	4488	MSX2
40734_r_at	4488	MSX2
40735_at	3034	HAL
40736_at	1015	CDH17
40737_at	3778	KCNMA1
40738_at	914	CD2
40739_at	762	CA4
40740_at	5080	PAX6
40741_at	1071	CETP
40742_at	3055	HCK
40743_at	270	AMPD1
40744_at	5893	RAD52
40745_at	162	AP1B1
40746_at	2891	GRIA2
40747_at	9472	AKAP6
40748_at	1358	CPA2
40749_at	931	MS4A1
40750_at	5141	PDE4A
40751_at	113177	IZUMO4
40752_at	113177	IZUMO4
40753_at	6620	SNCB
40754_at	2967	GTF2H3
40755_at	100507436	MICA
40756_at	10360	NPM3
40757_at	3001	GZMA
40758_at	3396	MRPL58
40759_at	4325	MMP16
40760_at	90957	DHX57
40761_at	9121	SLC16A5
40762_g_at	9121	SLC16A5
40763_at	4211	MEIS1
40764_at	2806	GOT2
40767_at	7035	TFPI
40768_s_at	8021	NUP214
40769_r_at	8021	NUP214
40770_f_at	9987	HNRNPDL
40771_at	4478	MSN
40772_at	84179	MFSD7
40773_at	4636	MYL5
40774_at	7203	CCT3
40775_at	9452	ITM2A
40776_at	1674	DES
40777_at	1499	CTNNB1
40778_at	3028	HSD17B10
40779_at	22920	KIFAP3
40780_at	1488	CTBP2
40781_at	10000	AKT3
40782_at	9249	DHRS3
40784_at	5527	PPP2R5C
40785_g_at	5527	PPP2R5C
40786_at	5527	PPP2R5C
