probe_id	gene_id	symbol
32695_at	27336	HTATSF1
32696_at	5090	PBX3
32697_at	3612	IMPA1
32698_at	5817	PVR
32699_s_at	5817	PVR
32700_at	2634	GBP2
32701_at	421	ARVCF
32702_at	10024	TROAP
32703_at	10733	PLK4
32704_at	1794	DOCK2
32706_at	7290	HIRA
32707_at	11104	KATNA1
32708_g_at	11104	KATNA1
32709_at	7881	KCNAB1
32711_g_at	7881	KCNAB1
32712_at	23040	MYT1L
32713_at	2800	GOLGA1
32714_s_at	94	ACVRL1
32715_at	8673	VAMP8
32716_at	1606	DGKA
32717_at	9148	NEURL1
32718_at	8460	TPST1
32719_at	3084	NRG1
32720_at	9140	ATG12
32721_at	9140	ATG12
32722_at	384	ARG2
32723_at	1477	CSTF1
32724_at	5264	PHYH
32725_at	637	BID
32726_g_at	637	BID
32728_at	273	AMPH
32729_at	4621	MYH3
32730_at	85453	TSPYL5
32732_at	63931	MRPS14
32733_at	63931	MRPS14
32734_at	5529	PPP2R5E
32735_at	23035	PHLPP2
32736_at	5880	RAC2
32737_at	5880	RAC2
32738_at	4720	NDUFS2
32739_at	5238	PGM3
32740_at	22841	RAB11FIP2
32741_at	9135	RABEP1
32742_s_at	9135	RABEP1
32743_at	55187	VPS13D
32744_at	6227	RPS21
32745_at	64976	MRPL40
32746_at	8837	CFLAR
32747_at	217	ALDH2
32748_at	6232	RPS27
32749_s_at	2316	FLNA
32750_r_at	2316	FLNA
32751_at	3609	ILF3
32752_at	4701	NDUFA7
32753_at	23450	SF3B3
32754_at	7170	TPM3
32755_at	59	ACTA2
32756_at	1891	ECH1
32757_at	8480	RAE1
32758_g_at	8480	RAE1
32760_at	6406	SEMG1
32761_at	23524	SRRM2
32764_at	10404	CPQ
32765_f_at	10404	CPQ
32766_at	2547	XRCC6
32767_at	6491	STIL
32768_at	81550	TDRD3
32769_at	23001	WDFY3
32770_at	9871	SEC24D
32771_at	2638	GC
32772_s_at	2683	B4GALT1
32773_at	3117	HLA-DQA1
32774_at	4714	NDUFB8
32775_r_at	5359	PLSCR1
32776_at	5899	RALB
32777_at	7485	WRB
32778_at	3708	ITPR1
32779_s_at	3708	ITPR1
32780_at	667	DST
32781_f_at	667	DST
32782_r_at	667	DST
32783_at	2199	FBLN2
32784_at	8899	PRPF4B
32785_at	8661	EIF3A
32786_at	3726	JUNB
32787_at	2065	ERBB3
32788_at	5903	RANBP2
32789_at	22916	NCBP2
32790_at	22916	NCBP2
32791_at	27346	TMEM97
32792_at	25949	SYF2
32793_at	28639	TRBC1
32794_g_at	28639	TRBC1
32796_f_at	5645	PRSS2
32798_at	2947	GSTM3
32799_at	10067	SCAMP3
32800_at	6256	RXRA
32801_at	9870	AREL1
32802_at	10299	MARCH6
32803_at	10175	CNIH1
32804_at	10181	RBM5
32806_at	706	TSPO
32807_at	25948	KBTBD2
32808_at	3688	ITGB1
32809_at	7572	ZNF24
32810_at	7172	TPMT
32811_at	4641	MYO1C
32812_at	22998	LIMCH1
32813_s_at	10300	KATNB1
32814_at	3434	IFIT1
32816_at	6449	SGTA
32817_at	23541	SEC14L2
32818_at	3371	TNC
32819_at	85236	HIST1H2BK
32820_at	4850	CNOT4
32821_at	3934	LCN2
32822_at	291	SLC25A4
32823_at	55823	VPS11
32824_at	1200	TPP1
32825_at	3276	PRMT1
32826_at	953	ENTPD1
32827_at	22800	RRAS2
32828_at	10295	BCKDK
32829_at	10440	TIMM17A
32830_g_at	10440	TIMM17A
32831_at	10440	TIMM17A
32832_at	10296	MAEA
32833_at	1195	CLK1
32834_r_at	8780	RIOK3
32835_at	8780	RIOK3
32836_at	10554	AGPAT1
32837_at	10555	AGPAT2
32838_at	4628	MYH10
32839_at	65979	PHACTR4
32841_at	7555	CNBP
32842_at	605	BCL7A
32843_s_at	2091	FBL
32844_at	1981	EIF4G1
32845_at	3339	HSPG2
32846_s_at	3895	KTN1
32847_at	4638	MYLK
32848_at	5704	PSMC4
32849_at	8243	SMC1A
32850_at	9972	NUP153
32851_at	10659	CELF2
32852_at	25828	TXN2
32853_at	9868	TOMM70
32854_at	23291	FBXW11
32855_at	3949	LDLR
32856_at	57553	MICAL3
32857_at	6655	SOS2
32858_at	29855	UBN1
32859_at	6772	STAT1
32860_g_at	6772	STAT1
32861_s_at	940	CD28
32862_at	22821	RASA3
32863_at	57172	CAMK1G
32864_at	6736	SRY
32865_at	100996492	LINC01314
32866_at	9719	ADAMTSL2
32867_at	1121	CHM
32868_at	7053	TGM3
32869_at	4361	MRE11
32870_g_at	4361	MRE11
32873_at	3751	KCND2
32874_at	6929	TCF3
32875_at	6010	RHO
32876_s_at	6010	RHO
32880_at	10647	SCGB1D2
32881_at	92558	BICDL1
32882_at	8435	SOAT2
32883_at	90338	ZNF160
32884_at	51230	PHF20
32886_at	2642	GCGR
32887_at	22994	CEP131
32888_at	4058	LTK
32889_at	154661	RUNDC3B
32890_at	1630	DCC
32891_at	5581	PRKCE
32892_at	6196	RPS6KA2
32894_at	3268	AGFG2
32895_f_at	3268	AGFG2
32897_at	4524	MTHFR
32898_at	81569	ACTL8
32899_s_at	6095	RORA
328_at	168374	ZNF92
32900_at	85360	SYDE1
32901_s_at	3475	IFRD1
32902_at	6344	SCTR
32903_at	7046	TGFBR1
32904_at	5551	PRF1
32906_at	6564	SLC15A1
32907_at	3362	HTR6
32908_at	29855	UBN1
32909_at	362	AQP5
32910_at	80853	KDM7A
32911_s_at	80853	KDM7A
32912_at	5456	POU3F4
32913_i_at	58509	CACTIN
32914_f_at	58509	CACTIN
32915_at	56905	C15orf39
32916_at	5791	PTPRE
32917_at	3938	LCT
32919_at	347902	AMIGO2
32920_at	10021	HCN4
32922_at	55183	RIF1
32923_r_at	6853	SYN1
32924_at	10893	MMP24
32925_at	8785	MATN4
32928_at	25833	POU2F3
32929_at	57171	DOLPP1
32930_f_at	22829	NLGN4Y
32932_at	26095	PTPN20
32934_i_at	57038	RARS2
32935_at	26094	DCAF4
32936_at	7592	ZNF41
32937_at	22979	EFR3B
32938_at	22979	EFR3B
32939_g_at	22979	EFR3B
32940_at	9949	AMMECR1
32941_at	3394	IRF8
32942_at	29906	ST8SIA5
32943_at	1621	DBH
32944_at	6091	ROBO1
32945_i_at	4153	MBL2
32946_r_at	4153	MBL2
32947_at	6335	SCN9A
32948_at	7399	USH2A
32949_at	10281	DSCR4
32950_at	11281	POU6F2
32951_g_at	11281	POU6F2
32952_at	11281	POU6F2
32953_at	921	CD5
32954_at	55183	RIF1
32955_at	51499	TRIAP1
32956_at	124152	IQCK
32957_g_at	124152	IQCK
32958_at	124152	IQCK
32959_at	525	ATP6V1B1
32960_at	6608	SMO
32961_at	10260	DENND4A
32962_at	1491	CTH
32963_s_at	58528	RRAGD
32964_at	2015	ADGRE1
32965_f_at	3304	HSPA1B
32966_at	319	APOF
32967_at	9214	FCMR
32968_s_at	23544	SEZ6L
32969_r_at	7425	VGF
32970_f_at	22927	HABP4
32971_at	9413	FAM189A2
32972_at	27035	NOX1
32973_s_at	27035	NOX1
32974_at	23404	EXOSC2
32975_g_at	23404	EXOSC2
32976_s_at	7552	ZNF711
32977_at	9750	RIPOR2
32978_g_at	9750	RIPOR2
32979_at	2549	GAB1
32981_at	6550	SLC9A3
32983_at	147	ADRA1B
32985_at	6299	SALL1
32986_s_at	4093	SMAD9
32987_at	2491	CENPI
32988_at	1187	CLCNKA
32989_at	5989	RFX1
32990_at	6538	SLC6A11
32991_f_at	266	AMELY
32993_s_at	51364	ZMYND10
32994_at	51666	ASB4
32995_at	51666	ASB4
32996_g_at	51666	ASB4
32997_at	8712	PAGE1
32998_at	886	CCKAR
32999_at	631	BFSP1
329_s_at	4926	NUMA1
33000_at	26762	HAVCR1
33001_s_at	9333	TGM5
33002_at	8440	NCK2
33003_at	8440	NCK2
33004_g_at	8440	NCK2
33006_at	27290	SPINK4
33007_at	63928	CHP2
33008_at	26648	OR7E24
33009_at	4214	MAP3K1
33010_at	6527	SLC5A4
33011_at	23620	NTSR2
33012_at	944	TNFSF8
33013_at	5161	PDHA2
33014_at	7975	MAFK
33016_at	222642	TSPO2
33017_at	2822	GPLD1
33018_at	8354	HIST1H3I
33019_at	5071	PRKN
33020_at	4010	LMX1B
33022_at	8608	RDH16
33023_at	8336	HIST1H2AM
33024_at	1215	CMA1
33025_at	27296	TP53TG5
33028_at	9152	SLC6A5
33029_at	242	ALOX12B
33030_at	3007	HIST1H1D
33033_at	534	ATP6V1G2
33034_at	9028	RHBDL1
33035_at	261726	TIPRL
33036_at	8989	TRPA1
33037_at	56548	CHST7
33039_at	50852	TRAT1
33040_at	54346	UNC93A
33041_at	10052	GJC1
33043_at	9098	USP6
33044_f_at	2016	EMX1
33045_r_at	2016	EMX1
33046_f_at	2016	EMX1
33047_at	10018	BCL2L11
33048_at	54550	NECAB2
33051_at	2569	GABRR1
33054_at	55567	DNAH3
33055_at	9420	CYP7B1
33056_at	9941	EXOG
33057_g_at	9941	EXOG
33058_at	9119	KRT75
33059_at	25859	PART1
33060_g_at	25859	PART1
33061_at	750	GAS8-AS1
33063_at	2811	GP1BA
33064_at	786	CACNG1
33065_at	57338	JPH3
33066_at	5787	PTPRB
33067_at	3024	HIST1H1A
33068_f_at	7366	UGT2B15
33069_f_at	7366	UGT2B15
33070_at	3061	HCRTR1
33071_at	26212	OR2B6
33072_at	3062	HCRTR2
33073_at	5063	PAK3
33074_g_at	5063	PAK3
33075_at	5063	PAK3
33078_at	390999	PRAMEF12
33079_at	10228	STX6
33080_s_at	5909	RAP1GAP
33082_at	8515	ITGA10
33083_at	57242	KIAA0509
33084_at	10814	CPLX2
33085_at	5133	PDCD1
33086_at	5626	PROP1
33087_s_at	3756	KCNH1
33088_at	3756	KCNH1
33089_s_at	1943	EFNA2
33090_at	1943	EFNA2
33091_at	3239	HOXD13
33092_at	2359	FPR3
33093_at	8807	IL18RAP
33094_s_at	8419	BFSP2
33095_i_at	8419	BFSP2
33096_r_at	8419	BFSP2
33097_at	1053	CEBPE
33098_at	1232	CCR3
33099_at	2527	FUT5
330_s_at	7277	TUBA4A
33100_at	4889	NPY5R
33101_g_at	26998	FETUB
33102_at	120	ADD3
33103_s_at	120	ADD3
33104_at	58473	PLEKHB1
33105_at	58473	PLEKHB1
33106_at	10062	NR1H3
33107_at	4591	TRIM37
33108_i_at	6657	SOX2
33109_f_at	6657	SOX2
33110_at	6657	SOX2
33111_at	27246	RNF115
33112_at	11126	CD160
33113_at	10370	CITED2
33115_at	3223	HOXC6
33116_f_at	6206	RPS12
33117_r_at	6206	RPS12
33119_at	54463	RETREG1
33120_at	6001	RGS10
33121_g_at	6001	RGS10
33122_at	6001	RGS10
33123_at	57215	THAP11
33124_at	7444	VRK2
33125_at	55120	FANCL
33126_at	55830	GLT8D1
33127_at	4017	LOXL2
33128_s_at	1474	CST6
33129_at	1474	CST6
33130_at	3231	HOXD1
33131_at	6659	SOX4
33133_at	2314	FLII
33134_at	109	ADCY3
33135_at	6573	SLC19A1
33136_at	7329	UBE2I
33137_at	8425	LTBP4
33138_at	4291	MLF1
33139_s_at	4291	MLF1
33140_at	11041	B4GAT1
33141_at	3292	HSD17B1
33142_at	2863	GPR39
33145_at	2175	FANCA
33146_at	4170	MCL1
33147_at	51663	ZFR
33148_at	51663	ZFR
33149_at	10978	CLP1
33150_at	57050	UTP3
33151_s_at	57050	UTP3
33152_at	382	ARF6
33153_at	240	ALOX5
33154_at	5692	PSMB4
33155_at	3425	IDUA
33156_at	3425	IDUA
33157_at	3642	INSM1
33158_at	3730	ANOS1
33159_at	4901	NRL
33160_at	4901	NRL
33161_at	124565	SLC38A10
33162_at	3643	INSR
33163_r_at	2730	GCLM
33164_at	10420	TESK2
33165_at	114034	TOE1
33166_at	8717	TRADD
33167_r_at	159	ADSS
33168_at	283537	SLC46A3
33169_at	4756	NEO1
33170_at	23341	DNAJC16
33171_s_at	55752	SEPT11
33172_at	55752	SEPT11
33173_g_at	55752	SEPT11
33174_s_at	585	BBS4
33175_at	585	BBS4
33176_at	83475	DOHH
33177_at	83475	DOHH
33178_at	182	JAG1
33179_at	5504	PPP1R2
33180_at	5504	PPP1R2
33181_at	5515	PPP2CA
33182_at	4915	NTRK2
33183_at	2584	GALK1
33184_at	2978	GUCA1A
33185_at	23155	CLCC1
33188_at	23759	PPIL2
33191_at	55719	SLF2
33192_g_at	55719	SLF2
33193_at	55062	WIPI1
33194_at	9125	CNOT9
33195_at	1723	DHODH
33196_at	4798	NFRKB
33197_at	4647	MYO7A
33198_at	23568	ARL2BP
33199_at	51761	ATP8A2
331_at	4137	MAPT
33200_at	3996	LLGL1
33201_at	3996	LLGL1
33202_f_at	2395	FXN
33203_s_at	2297	FOXD1
33204_at	2297	FOXD1
33205_at	8464	SUPT3H
33206_at	92154	MTSS1L
33207_at	10658	CELF1
33208_at	5611	DNAJC3
33209_at	7528	YY1
33210_at	7528	YY1
33211_at	6238	RRBP1
33212_at	6238	RRBP1
33213_g_at	6238	RRBP1
33214_at	6183	MRPS12
33215_g_at	6183	MRPS12
33216_at	6183	MRPS12
33217_at	56998	CTNNBIP1
33218_at	2064	ERBB2
33219_at	23032	USP33
33220_at	7741	ZSCAN26
33221_at	22976	PAXIP1
33222_at	8324	FZD7
33223_at	23031	MAST3
33224_at	50626	CYHR1
33225_at	50626	CYHR1
33226_at	23030	KDM4B
33227_at	3588	IL10RB
33228_g_at	3588	IL10RB
33229_at	6197	RPS6KA3
33230_at	27339	PRPF19
33231_at	27339	PRPF19
33232_at	1396	CRIP1
33235_at	89795	NAV3
33236_at	5920	RARRES3
33237_at	9879	DDX46
33238_at	3932	LCK
33239_at	201134	CEP112
33240_at	23024	PDZRN3
33241_at	9848	MFAP3L
33242_at	90121	TSR2
33243_at	25816	TNFAIP8
33244_at	1124	CHN2
33245_at	5603	MAPK13
33247_at	10213	PSMD14
33248_at	3207	HOXA11
33249_at	4306	NR3C2
33250_at	9277	WDR46
33251_at	23023	TMCC1
33252_at	4172	MCM3
33253_at	9830	TRIM14
33254_at	7813	EVI5
33255_at	4678	NASP
33256_at	8604	SLC25A12
33257_at	1743	DLST
33258_g_at	1743	DLST
33259_at	6407	SEMG2
33260_at	6654	SOS1
33262_at	8034	SLC25A16
33263_at	55556	ENOSF1
33264_at	55556	ENOSF1
33265_at	5828	PEX2
33266_at	9212	AURKB
33267_at	10396	ATP8A1
33268_at	8242	KDM5C
33269_at	9091	PIGQ
33270_i_at	1657	DMXL1
33271_r_at	1657	DMXL1
33272_at	6288	SAA1
33273_f_at	3537	IGLC1
33275_at	2002	ELK1
33276_at	10129	FRY
33277_at	8898	MTMR2
33278_at	6296	ACSM3
33279_s_at	6296	ACSM3
33280_r_at	6296	ACSM3
33281_at	9641	IKBKE
33282_at	3898	LAD1
33283_at	409	ARRB2
33284_at	4353	MPO
33285_i_at	80143	SIKE1
33286_at	2021	ENDOG
33287_at	51490	SPOUT1
33290_at	3633	INPP5B
33291_at	10125	RASGRP1
33292_at	10126	DNAL4
33293_at	23017	FAIM2
33294_at	23016	EXOSC7
33295_at	2532	ACKR1
33296_at	26035	GLCE
33297_at	221443	OARD1
33298_at	6801	STRN
33299_at	166647	ADGRA3
332_at	7597	ZBTB25
33302_at	8082	SSPN
33303_at	8082	SSPN
33304_at	3669	ISG20
33305_at	1992	SERPINB1
33306_at	7572	ZNF24
33307_at	27341	RRP7A
33308_at	2990	GUSB
33309_at	51099	ABHD5
33310_at	51099	ABHD5
33312_at	1409	CRYAA
33314_at	2639	GCDH
33315_at	6936	GCFC2
33316_at	9760	TOX
33317_at	1022	CDK7
33318_at	10150	MBNL2
33319_at	8312	AXIN1
33320_at	10866	HCP5
33322_i_at	2810	SFN
33323_r_at	2810	SFN
33324_s_at	983	CDK1
33325_at	6196	RPS6KA2
33326_at	23011	RAB21
33327_at	745	MYRF
33328_at	57493	HEG1
33329_at	4782	NFIC
33330_at	8218	CLTCL1
33331_at	7851	MALL
33333_at	26034	IPCEF1
33334_at	97	ACYP1
33335_at	91949	COG7
33336_at	6521	SLC4A1
33337_at	8560	DEGS1
33338_at	6772	STAT1
33339_g_at	6772	STAT1
33340_at	9867	PJA2
33341_at	2782	GNB1
33342_at	10073	SNUPN
33343_at	9604	RNF14
33344_at	9282	MED14
33345_at	3797	KIF3C
33346_r_at	7283	TUBG1
33348_at	6938	TCF12
33349_at	3842	TNPO1
33350_s_at	11152	WDR45
33351_at	10289	EIF1B
33352_at	8349	HIST2H2BE
33353_at	107	ADCY1
33354_at	64750	SMURF2
33355_at	5087	PBX1
33356_at	55534	MAML3
33357_at	10787	NCKAP1
33358_at	57460	PPM1H
33359_at	23284	ADGRL3
33360_at	22992	KDM2A
33362_at	10602	CDC42EP3
33363_at	27102	EIF2AK1
33364_at	9659	PDE4DIP
33365_at	22893	BAHD1
33366_at	27352	SGSM3
33367_s_at	51582	AZIN1
33368_at	51582	AZIN1
33369_at	6307	MSMO1
33370_r_at	6307	MSMO1
33371_s_at	11031	RAB31
33372_at	11031	RAB31
33373_at	8880	FUBP1
33374_at	717	C2
33375_at	4646	MYO6
33378_at	25836	NIPBL
33379_at	117178	SSX2IP
33380_at	11044	PAPD7
33381_at	8202	NCOA3
33382_at	27163	NAAA
33383_f_at	6439	SFTPB
33384_at	831	CAST
33385_g_at	831	CAST
33386_at	3005	H1F0
33387_at	8522	GAS7
33388_at	113419	TEX261
33392_at	26100	WIPI2
33393_at	11269	DDX19B
33394_at	55308	DDX19A
33395_at	26099	SZRD1
33396_at	2950	GSTP1
33397_at	10423	CDIPT
33398_at	22985	ACIN1
33399_at	171546	SPTSSA
333_s_at	5937	RBMS1
33400_r_at	171546	SPTSSA
33401_at	5648	MASP1
33402_at	11015	KDELR3
33403_at	26097	CHTOP
33404_at	10486	CAP2
33405_at	10486	CAP2
33406_at	25776	CBY1
33407_at	22982	DIP2C
33408_at	22982	DIP2C
33409_at	2286	FKBP2
33410_at	3655	ITGA6
33411_g_at	3655	ITGA6
33412_at	3956	LGALS1
33413_at	7803	PTP4A1
33416_at	22980	TCF25
33417_at	22930	RAB3GAP1
33418_at	22930	RAB3GAP1
33419_at	8539	API5
33420_g_at	8539	API5
33421_s_at	6309	SC5D
33422_at	6396	SEC13
33423_g_at	6396	SEC13
33424_at	6184	RPN1
33425_at	10155	TRIM28
33426_at	1114	CHGB
33427_s_at	8455	ATRN
33428_s_at	8455	ATRN
33429_at	25941	TPGS2
33430_at	25941	TPGS2
33431_at	2331	FMOD
33432_at	112950	MED8
33433_at	25940	FAM98A
33434_at	10282	BET1
33435_r_at	10282	BET1
33436_at	6662	SOX9
33437_at	24140	FTSJ1
33438_at	23558	WBP2
33439_at	150094	SIK1
33440_at	6935	ZEB1
33441_at	6988	TCTA
33442_at	158471	PRUNE2
33443_at	57515	SERINC1
33444_at	4077	NBR1
33445_at	18	ABAT
33446_at	18	ABAT
33447_at	10627	MYL12A
33448_at	6692	SPINT1
33449_at	5688	PSMA7
33450_at	51412	ACTL6B
33451_s_at	6146	RPL22
33452_at	5327	PLAT
33453_at	26469	PTPN18
33454_at	375790	AGRN
33455_at	229	ALDOB
33456_at	22919	MAPRE1
33457_at	23272	FAM208A
33460_at	5028	P2RY1
33461_at	10371	SEMA3A
33462_at	9934	P2RY14
33463_at	7498	XDH
33465_at	155	ADRB3
33466_at	90355	C5orf30
33467_at	10871	CD300C
33468_at	1829	DSG2
33469_r_at	10878	CFHR3
33470_at	80852	GRIP2
33471_g_at	80852	GRIP2
33472_at	2329	FMO4
33473_at	27098	CLUL1
33474_at	2735	GLI1
33475_at	8502	PKP4
33476_at	10876	EDDM3A
33477_at	142684	RAB40A
33478_at	7142	TNP2
33479_g_at	7142	TNP2
33480_at	4295	MLN
33482_at	4654	MYOD1
33483_at	10874	NMU
33484_at	6045	RNF2
33487_at	3242	HPD
33488_at	7098	TLR3
33489_at	7032	TFF2
33490_at	7294	TXK
33491_at	6476	SI
33492_at	10650	PRELID3A
33493_at	10650	PRELID3A
33494_at	2110	ETFDH
33495_at	8499	PPFIA2
33496_at	186	AGTR2
33497_at	6340	SCNN1G
33498_at	5969	REG1CP
334_s_at	7432	VIP
33502_at	104564224	LUNAR1
33503_at	23746	AIPL1
33504_at	11249	NXPH2
33505_at	5918	RARRES1
33506_at	3631	INPP4A
33507_g_at	3631	INPP4A
33508_at	3631	INPP4A
33509_at	2911	GRM1
33510_s_at	2911	GRM1
33511_at	7634	ZNF80
33512_at	2981	GUCA2B
33513_at	6504	SLAMF1
33514_at	814	CAMK4
33515_at	6953	TCP10
33516_at	3045	HBD
33519_at	130	ADH6
33520_at	2155	F7
33521_at	495	ATP4A
33522_at	434	ASIP
33523_at	248	ALPI
33524_at	1399	CRKL
33525_at	4887	NPY2R
33526_at	4887	NPY2R
33527_at	3760	KCNJ3
33528_at	9834	FAM30A
33529_at	131	ADH7
33530_at	1088	CEACAM8
33531_at	3824	KLRD1
33532_at	8092	ALX1
33533_at	11080	DNAJB4
33534_at	11082	ESM1
33535_at	5023	P2RX1
33536_at	5593	PRKG2
33537_at	3882	KRT32
33538_at	283652	SLC24A5
33539_at	50804	MYEF2
33541_s_at	3904	LAIR2
33542_at	140883	ZNF280B
33543_s_at	5411	PNN
33544_at	8633	UNC5C
33545_at	6329	SCN4A
33546_at	6698	SPRR1A
33547_i_at	2524	FUT2
33548_f_at	2524	FUT2
33549_at	623	BDKRB1
33550_at	3358	HTR2C
33551_s_at	3358	HTR2C
33552_at	6579	SLCO1A2
33553_r_at	1235	CCR6
33554_at	100129973	CERNA1
33555_at	23547	LILRA4
33556_at	11153	FICD
33557_at	25770	C22orf31
33558_at	6910	TBX5
33559_at	5753	PTK6
33561_at	1285	COL4A3
33562_g_at	1285	COL4A3
33563_s_at	1285	COL4A3
33564_at	173	AFM
33565_at	7252	TSHB
33566_at	169841	ZNF169
33567_at	7432	VIP
33568_at	1143	CHRNB4
33569_at	10462	CLEC10A
33570_at	1482	NKX2-5
33571_at	5260	PHKG1
33572_at	7718	ZNF165
33573_at	339	APOBEC1
33574_at	10665	C6orf10
33575_at	10666	CD226
33576_at	26050	SLITRK5
33577_at	3199	HOXA2
33578_at	8326	FZD9
33579_i_at	8484	GALR3
33580_r_at	8484	GALR3
33581_at	27303	RBMS3
33582_s_at	27303	RBMS3
33583_r_at	27303	RBMS3
33584_at	8999	CDKL2
33587_f_at	3752	KCND3
33588_at	80342	TRAF3IP3
33592_at	51043	ZBTB7B
33594_at	27121	DKK4
33595_r_at	5897	RAG2
33596_at	50859	SPOCK3
33597_at	7691	ZNF132
33598_r_at	114548	NLRP3
33599_at	27314	RAB30
335_r_at	8175	SF3A2
33600_at	10750	GRAP
33601_at	91752	ZNF804A
33602_at	8698	S1PR4
33603_at	215	ABCD1
33604_at	8471	IRS4
33605_at	4821	NKX2-2
33606_g_at	4821	NKX2-2
33607_at	3354	HTR1E
33610_at	9073	CLDN8
33611_g_at	9073	CLDN8
33612_at	64135	IFIH1
33613_at	3492	IGH
33615_at	8387	OR1E1
33616_at	7597	ZBTB25
33617_s_at	7597	ZBTB25
33618_at	7266	DNAJC7
33620_at	3213	HOXB3
33621_at	6928	HNF1B
33622_at	775	CACNA1C
33623_g_at	775	CACNA1C
33624_at	777	CACNA1E
33625_g_at	777	CACNA1E
33626_at	777	CACNA1E
33627_at	5293	PIK3CD
33628_g_at	5293	PIK3CD
33629_at	11060	WWP2
33630_s_at	6712	SPTBN2
33631_at	10907	TXNL4A
33632_g_at	10907	TXNL4A
33634_at	5205	ATP8B1
33635_at	10672	GNA13
33638_at	2065	ERBB3
33639_g_at	2065	ERBB3
33640_at	199	AIF1
33641_g_at	199	AIF1
33642_s_at	6535	SLC6A8
33643_at	4610	MYCL
33644_at	4199	ME1
33645_at	2760	GM2A
33646_g_at	2760	GM2A
33647_s_at	2760	GM2A
33648_at	157697	ERICH1
33649_at	7903	ST8SIA4
33650_at	55661	DDX27
33651_at	343	AQP8
33652_at	8748	ADAM20
33653_at	4617	MYF5
33654_at	129025	ZNF280A
33656_at	6167	RPL37
33657_at	6164	RPL34
33658_at	7678	ZNF124
33659_at	1072	CFL1
33661_at	388650	FAM69A
33662_at	84140	FAM161A
33663_at	84140	FAM161A
33664_g_at	84140	FAM161A
33665_s_at	1438	CSF2RA
33666_at	3183	HNRNPC
33667_at	5478	PPIA
33668_at	6136	RPL12
33669_at	5992	RFX4
33670_at	2099	ESR1
33672_f_at	7367	UGT2B17
33673_r_at	7367	UGT2B17
33674_at	6159	RPL29
33675_at	5453	POU3F1
33676_at	6160	RPL31
33677_at	6152	RPL24
33678_i_at	10383	TUBB4B
33679_f_at	10383	TUBB4B
33681_at	871	SERPINH1
33682_at	2825	GPR1
33683_at	55000	TUG1
33684_at	7482	WNT2B
33685_at	148229	ATP8B3
33686_at	10816	SPINT3
33687_at	100462953	MINOS1P1
33688_at	2637	GBX2
33690_at	91694	LONRF1
33691_at	645961	SPATA31C2
33693_at	1830	DSG3
33694_at	5239	PGM5
33695_at	255057	CBARP
33696_at	255057	CBARP
33697_at	5027	P2RX7
33698_at	22897	CEP164
33699_at	5225	PGC
336_at	6915	TBXA2R
33700_at	10253	SPRY2
33702_f_at	5105	PCK1
33703_f_at	5105	PCK1
33704_at	9875	URB1
33705_at	5142	PDE4B
33706_at	9092	SART1
33707_at	8605	PLA2G4C
33708_at	8501	SLC43A1
33709_at	5152	PDE9A
33710_at	10162	LPCAT3
33711_at	5443	POMC
33712_at	25830	SULT4A1
33713_at	10245	TIMM17B
33714_at	3149	HMGB3
33716_at	57403	RAB22A
33718_at	58525	WIZ
33719_at	11346	SYNPO
33720_at	56902	PNO1
33721_at	1244	ABCC2
33722_at	8455	ATRN
33723_at	9527	GOSR1
33724_at	672	BRCA1
33725_at	4130	MAP1A
33726_at	5433	POLR2D
33728_at	8927	BSN
33729_at	9016	SLC25A14
33730_at	9052	GPRC5A
33731_at	9056	SLC7A7
33732_at	9179	AP4M1
33733_at	9429	ABCG2
33734_at	27042	DIEXF
33735_at	23544	SEZ6L
33736_at	9399	STOML1
33737_f_at	400410	ST20
33739_at	400410	ST20
33740_at	10712	FAM189B
33741_at	51606	ATP6V1H
33742_f_at	51606	ATP6V1H
33743_at	26033	ATRNL1
33744_at	50628	GEMIN4
33745_at	5261	PHKG2
33746_at	11319	ECD
33748_at	23526	ARHGAP45
33749_at	11257	TP53TG1
33750_at	10076	PTPRU
33752_at	10625	IVNS1ABP
33753_at	23002	DAAM1
33754_at	7080	NKX2-1
33755_at	26031	OSBPL3
33756_at	8639	AOC3
33757_f_at	5680	PSG11
33758_f_at	5680	PSG11
33759_at	669	BPGM
33760_at	5195	PEX14
33762_r_at	57234	LINC00869
33763_at	388685	LINC01138
33764_at	9568	GABBR2
33766_at	7433	VIPR1
33767_at	4744	NEFH
33768_at	1762	DMWD
33769_at	9019	MPZL1
33770_at	1147	CHUK
33771_at	23507	LRRC8B
33772_at	5734	PTGER4
33773_at	8028	MLLT10
33774_at	841	CASP8
33775_s_at	841	CASP8
33776_at	25950	RWDD3
33777_at	6916	TBXAS1
33778_at	25771	TBC1D22A
33779_at	6843	VAMP1
33780_at	6843	VAMP1
33781_s_at	9040	UBE2M
33782_r_at	9040	UBE2M
33783_at	5364	PLXNB1
33784_at	7186	TRAF2
33785_at	576	ADGRB2
33786_r_at	9731	CEP104
33787_at	9891	NUAK1
33788_at	9583	ENTPD4
33789_at	6359	CCL15
33791_at	10301	DLEU1
33792_at	8000	PSCA
33793_at	6942	TCF20
33794_g_at	6942	TCF20
33795_at	6942	TCF20
33796_at	10124	ARL4A
33797_at	10199	MPHOSPH10
33798_at	23293	SMG6
33799_at	6478	SIAH2
337_at	8505	PARG
33800_at	115	ADCY9
33801_at	10421	CD2BP2
